[BeGaze]
Converted from:	F:\1. ON ROAD - Track\009 JA\009 JA 20131027 Rested\SMI\009 JA 201231027 - Rested.idf
Date:	08.08.2014 16:30:13
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	009 JA 201231027 - Rested
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	151	5643507519	5643647264	139745	472.86	666.86	511.73	1013.14	96.99	2685.28	1.00	694.06	58663.54	-49750.91	17624.03
Saccade L	1	152	5644925874	5644945972	20098	9.90	777.60	1.28	0.00	19.23	1913.08	0.00	956.84	47826.16	-47800.14	47807.55
Saccade L	1	153	5645225529	5645265450	39921	15.00	795.16	1.18	0.00	48.99	2377.66	1.00	1227.13	18631.02	-52593.21	23006.68
Saccade L	1	154	5645764895	5645804887	39992	335.50	281.97	358.84	274.39	29.13	1238.36	1.00	728.49	24619.63	-28431.18	20975.66
Saccade L	1	155	5648183329	5648222060	38731	337.63	315.53	335.49	281.28	26.67	1164.74	0.00	688.70	29118.40	-28891.98	21749.55
Saccade L	1	156	5649300961	5649321013	20052	252.89	283.47	252.25	284.47	0.10	8.99	1.00	5.12	127.16	-38.18	87.28
Saccade L	1	157	5649860324	5649881363	21039	311.86	281.66	334.69	326.81	7.85	1178.63	1.00	373.05	27283.96	-3232.43	10441.26
Saccade L	1	158	5650619480	5650639517	20037	288.42	283.12	240.72	282.32	1.16	121.91	1.00	57.67	3038.59	-2785.93	2126.98
Saccade L	1	159	5651058987	5651079346	20359	249.27	283.57	289.58	284.47	1.52	189.84	0.00	74.58	2494.23	-4692.22	3245.97
Saccade L	1	160	5652097863	5652297565	199702	600.45	657.13	570.38	684.31	151.28	2165.59	0.00	757.53	54139.77	-47688.80	24023.31
Saccade L	1	161	5652637261	5652678232	40971	329.52	311.07	326.15	294.93	28.60	1142.73	0.00	698.11	28568.16	-27456.06	20758.43
Saccade L	1	162	5654415185	5654515134	99949	373.76	295.53	377.39	261.02	91.95	1592.69	0.20	919.95	39817.36	-28875.08	15987.99
Saccade L	1	163	5655793767	5655893567	99800	500.05	750.08	376.75	258.73	117.21	2190.56	0.00	1174.47	54764.12	-28761.83	23448.84
Saccade L	1	164	5657052189	5657092186	39997	331.47	282.12	510.29	275.61	4.42	239.69	1.00	110.58	5947.25	-5862.61	5082.11
Saccade L	1	165	5657711508	5657772453	60945	337.38	277.29	340.80	280.98	52.70	1913.48	1.00	864.67	29740.54	-47720.08	28883.14
Saccade L	1	166	5658250983	5658271236	20253	360.70	769.37	368.64	787.89	21.51	2120.69	1.00	1062.00	1287.90	-1287.90	1232.65
Saccade L	1	167	5658650475	5658710388	59913	-0.81	807.99	578.94	775.29	74.08	2334.52	1.00	1236.40	36560.02	-27746.13	26415.61
Saccade L	1	168	5659270977	5659289703	18726	284.54	274.44	278.75	279.96	0.70	119.64	0.00	37.45	463.93	-2795.86	1225.48
Saccade L	1	169	5664264618	5664284178	19560	287.68	379.33	317.72	320.87	6.88	1198.92	0.00	351.98	4198.14	-28946.02	12387.96
Saccade L	1	170	5665942270	5665962569	20299	302.04	298.67	303.83	299.49	0.08	6.25	1.00	4.04	89.16	-14.35	58.15
Saccade L	1	171	5667500724	5667520553	19829	333.65	303.24	302.83	300.55	0.76	79.07	1.00	38.30	1912.33	-1886.68	1766.41
Saccade L	1	172	5668939021	5668959943	20922	328.15	298.13	330.32	299.06	0.12	6.06	1.00	5.55	-0.59	-90.26	37.85
Saccade L	1	173	5672535031	5672614870	79839	408.29	269.46	67.00	271.82	12.35	295.53	0.75	154.66	6168.86	-4460.73	3655.03
Saccade L	1	174	5674013251	5674033174	19923	418.60	293.88	398.94	287.73	0.52	52.63	1.00	26.27	1244.69	-1155.40	1038.82
Saccade L	1	175	5675072038	5675092107	20069	400.06	297.72	399.17	298.59	0.09	6.43	1.00	4.36	-18.01	-81.07	48.55
Saccade L	1	176	5675491635	5675511551	19916	455.31	296.69	495.08	297.49	1.37	167.56	0.00	68.76	2497.38	-4087.31	3028.76
Saccade L	1	177	5676851231	5676870059	18828	310.85	328.12	294.77	324.93	0.29	41.89	1.00	15.61	1015.01	-926.76	717.91
Saccade L	1	178	5679367414	5679407249	39835	298.20	309.96	292.12	313.25	20.48	1276.29	1.00	514.12	31720.59	-31812.79	31631.33
Saccade L	1	179	5680206405	5680226385	19980	303.98	291.61	310.73	288.49	0.29	20.28	0.00	14.60	195.07	-317.04	273.50
Saccade L	1	180	5680785764	5680825811	40047	296.65	303.61	294.54	302.94	18.84	1172.82	0.50	470.55	29264.23	-29162.11	29201.58
Saccade L	1	181	5681346067	5681385133	39066	275.81	356.09	285.15	312.43	29.41	1363.04	0.49	752.76	34075.96	-33866.65	25561.79
Saccade L	1	182	5685160930	5685180882	19952	264.39	359.49	293.72	316.51	6.52	1125.78	0.00	326.95	3323.95	-26917.52	11055.36
