[BeGaze]
Converted from:	F:\1. ON ROAD - Track\005 RS\005 RS 20130323 Sleep Deprived\SMI\005RS 20130323 - Sleep Deprived.idf
Date:	08.08.2014 16:08:09
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	005RS 20130323 - Sleep Deprived
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	115	2799697585	2799817466	119881	487.38	195.80	457.10	217.48	141.30	1530.60	1.00	1178.68	-267.07	-31878.38	8834.26
Saccade L	1	116	2801135963	2801156072	20109	-156.83	598.62	462.95	304.96	16.37	1701.00	1.00	813.88	42525.11	-41893.09	40903.51
Saccade L	1	117	2801895089	2801915208	20119	452.95	409.73	313.74	491.07	9.82	1523.97	0.00	487.95	10283.80	-37687.18	19304.90
Saccade L	1	118	2803074272	2803093850	19578	343.86	310.14	327.68	222.90	7.33	1167.04	0.00	374.46	5666.17	-26572.58	12470.19
Saccade L	1	119	2803633331	2803653227	19896	350.52	274.79	352.73	276.78	0.19	13.62	1.00	9.30	191.65	-26.78	125.37
Saccade L	1	120	2805850724	2805871779	21055	407.63	328.18	394.88	399.33	2.20	184.68	1.00	104.56	4473.69	-4193.23	3309.01
Saccade L	1	121	2806250229	2806270613	20384	391.71	458.77	391.89	461.63	0.60	89.49	0.00	29.60	60.07	-2045.10	757.00
Saccade L	1	122	2807070646	2807109460	38814	341.91	292.99	349.69	297.93	27.00	1158.06	1.00	695.57	28391.40	-28284.38	21103.92
Saccade L	1	123	2807488828	2807908451	419623	331.74	308.16	383.54	296.22	199.91	971.23	0.10	476.41	21676.22	-21783.58	8486.68
Saccade L	1	124	2808348165	2808368110	19945	458.95	301.78	459.97	305.62	1.21	134.01	1.00	60.62	-176.17	-3095.89	1764.03
Saccade L	1	125	2809087102	2809107187	20085	357.24	295.35	360.65	295.59	0.17	11.47	1.00	8.51	143.03	16.48	66.80
Saccade L	1	126	2809246835	2809268118	21283	380.07	356.06	374.30	421.94	2.42	168.95	1.00	113.79	4000.61	-3895.72	2792.82
Saccade L	1	127	2809626558	2809646464	19906	370.66	469.42	399.78	467.62	0.62	74.55	1.00	31.03	1665.10	-1312.43	1109.48
Saccade L	1	128	2810905171	2810924962	19791	390.96	262.77	397.46	230.61	0.85	83.84	1.00	42.87	1987.94	-2054.15	1996.84
Saccade L	1	129	2811084835	2811204709	119874	386.70	229.10	393.61	218.82	79.09	1687.26	0.67	659.75	26428.75	-28229.52	17156.78
Saccade L	1	130	2811424556	2811465530	40974	821.95	309.76	752.16	320.15	19.58	2139.57	0.00	477.87	2688.15	-51630.68	14018.22
Saccade L	1	131	2811565366	2811624316	58950	688.00	353.34	639.97	351.87	3.11	153.79	1.00	52.84	3780.09	-2721.11	1981.53
Saccade L	1	132	2812064888	2812083698	18810	272.02	283.08	286.87	286.24	0.74	45.31	1.00	39.41	-88.01	-162.89	136.23
Saccade L	1	133	2812443338	2812483331	39993	366.19	284.36	361.16	400.97	3.28	177.98	1.00	82.08	4207.84	-3991.31	2919.12
Saccade L	1	134	2812743114	2812763236	20122	384.26	449.51	407.49	450.32	0.66	59.42	1.00	32.83	917.05	-1353.68	1122.78
Saccade L	1	135	2813642120	2813662407	20287	350.94	300.86	364.60	213.38	7.48	1165.06	0.00	368.48	5654.25	-27058.98	12589.46
Saccade L	1	136	2814421195	2814481225	60030	371.43	286.57	374.43	421.30	4.82	167.54	0.67	80.33	4013.83	-2781.20	2279.13
Saccade L	1	137	2814820866	2814840811	19945	339.14	478.22	331.25	478.17	0.24	20.18	1.00	11.91	275.70	-394.91	317.07
Saccade L	1	138	2815400017	2815480019	80002	160.99	122.24	390.44	280.81	53.28	1210.79	1.00	666.04	16967.67	-29631.52	17647.79
Saccade L	1	139	2816578821	2816678544	99723	370.64	292.84	372.02	301.84	63.66	2287.23	0.81	638.36	57180.80	-57070.06	36314.40
